order_id,order_date,region,country,product_line,channel,segment,quantity,unit_price_usd,discount_pct,revenue_usd,profit_usd,marketing_spend_usd
ORD-00429,2024-10-01,Levant,Bahrain,Support Plan,Partner,SMB,18,101.33,,1309.92,416.47,4160.32
ORD-00430,2024-10-04,Gulf,Kuwait,Support Plan,Online,SMB,13,248.06,,2680.05,322.17,50.0
ORD-00431,2024-10-09,Gulf,Saudi Arabia,Hardware,Online,SMB,7,781.36,0.104,5373.65,915.48,50.0
ORD-00432,2024-10-09,Gulf,Bahrain,Support Plan,Partner,SMB,33,145.55,0.117,4185.29,695.52,2277.32
ORD-00433,2024-10-10,Gulf,UAE,Professional Services,Partner,Enterprise,10,545.99,0.229,17215.57,2535.08,9772.69
ORD-00434,2024-10-10,Gulf,Qatar,Hardware,Partner,Startup,10,1043.07,0.192,5459.56,854.65,50.0
ORD-00435,2024-10-11,North Africa,Jordan,Support Plan,Direct,SMB,34,203.0,0.034,7216.64,1859.73,50.0
ORD-00436,2024-10-12,Gulf,UAE,Support Plan,Online,SMB,35,87.88,0.306,2396.54,341.73,50.0
ORD-00437,2024-10-16,Gulf,Egypt,Hardware,Online,Mid-Market,2,1096.68,0.179,3334.02,941.78,2240.36
ORD-00438,2024-10-17,Gulf,Morocco,Analytics Suite,Partner,Enterprise,11,412.75,0.166,15277.94,4814.77,1024.44
ORD-00439,2024-10-18,Levant,Bahrain,Professional Services,Partner,SMB,28,760.81,0.069,22751.72,7368.13,8232.85
ORD-00440,2024-10-19,Gulf,UAE,Professional Services,Partner,SMB,31,465.06,0.132,14035.04,3722.64,50.0
ORD-00441,2024-10-19,Gulf,Kuwait,Analytics Suite,Online,Mid-Market,39,738.15,0.116,56193.0,9183.47,7373.32
ORD-00442,2024-10-20,Nile Valley,Morocco,Support Plan,Reseller,Mid-Market,22,119.55,0.095,5160.92,716.16,2954.12
ORD-00443,2024-10-20,Gulf,Saudi Arabia,Analytics Suite,Direct,Mid-Market,1,1055.85,0.199,1822.88,311.8,50.0
ORD-00444,2024-10-24,Levant,Kuwait,Analytics Suite,Partner,SMB,35,1982.14,0.162,60095.11,19929.38,11615.07
ORD-00445,2024-10-28,Levant,Jordan,Support Plan,Direct,Mid-Market,7,209.8,0.311,1787.19,592.84,995.64
ORD-00446,2024-10-29,Gulf,Qatar,Analytics Suite,Partner,Startup,5,1622.33,,3646.68,744.0,4574.52
ORD-00447,2024-10-29,Levant,UAE,Professional Services,Direct,Enterprise,27,326.76,0.077,29587.12,5671.09,4568.39
ORD-00448,2024-10-30,North Africa,UAE,Hardware,Partner,Mid-Market,24,603.0,0.035,29114.16,6760.38,5467.66
ORD-00449,2024-10-31,North Africa,Morocco,Professional Services,Partner,Mid-Market,3,679.67,,3151.91,,50.0
ORD-00450,2024-11-03,Gulf,Qatar,Analytics Suite,Partner,SMB,7,1645.38,0.348,7966.11,2672.84,50.0
ORD-00451,2024-11-04,Gulf,Qatar,Analytics Suite,Partner,Mid-Market,24,1406.64,,43620.63,7357.44,11655.54
ORD-00452,2024-11-04,Gulf,UAE,Analytics Suite,Reseller,SMB,10,401.79,0.008,4498.17,905.08,3872.57
ORD-00453,2024-11-05,Levant,Qatar,Analytics Suite,Reseller,Startup,27,463.16,0.088,6773.68,1452.69,50.0
ORD-00454,2024-11-06,North Africa,Egypt,Hardware,Direct,Mid-Market,17,741.75,0.015,25869.72,3816.15,4052.86
ORD-00455,2024-11-07,Gulf,Kuwait,Support Plan,Partner,SMB,23,267.71,,5346.02,1091.77,50.0
ORD-00456,2024-11-09,Gulf,Jordan,Analytics Suite,Reseller,Enterprise,19,2087.62,0.203,115557.81,35647.36,10857.04
ORD-00457,2024-11-10,Nile Valley,Kuwait,Professional Services,Online,Mid-Market,15,863.67,0.18,22536.02,3400.22,7744.21
ORD-00458,2024-11-12,Gulf,Saudi Arabia,Analytics Suite,Direct,Mid-Market,14,436.8,0.194,9832.18,2443.15,523.56
ORD-00459,2024-11-15,Levant,Bahrain,Analytics Suite,Online,Enterprise,28,1825.33,0.088,183194.9,38372.04,22601.75
ORD-00460,2024-11-15,North Africa,Saudi Arabia,Analytics Suite,Direct,SMB,21,1212.06,0.211,20977.82,3304.39,50.0
ORD-00461,2024-11-16,Gulf,Bahrain,Support Plan,Direct,SMB,24,192.12,0.011,5565.82,683.0,50.0
ORD-00462,2024-11-16,Gulf,Saudi Arabia,Professional Services,Online,SMB,23,246.01,0.226,5311.12,956.72,2411.32
ORD-00463,2024-11-17,Gulf,Qatar,Analytics Suite,Online,SMB,9,918.76,0.257,6513.58,870.23,3221.73
ORD-00464,2024-11-18,Nile Valley,Saudi Arabia,Hardware,Reseller,SMB,36,953.03,0.236,30423.4,6172.57,8697.66
ORD-00465,2024-11-18,Gulf,Saudi Arabia,Hardware,Partner,Mid-Market,22,731.07,0.116,31422.8,9371.73,2668.09
ORD-00466,2024-11-19,Gulf,Kuwait,Professional Services,Reseller,Enterprise,29,339.43,0.289,24023.41,6686.45,2014.07
ORD-00467,2024-11-20,Gulf,Kuwait,Analytics Suite,Partner,Enterprise,35,942.26,0.25,98332.16,32294.68,4813.88
ORD-00468,2024-11-21,Gulf,Saudi Arabia,Analytics Suite,Online,SMB,37,958.65,0.045,44025.15,9418.89,4210.45
ORD-00469,2024-11-22,Levant,Bahrain,Hardware,Direct,Startup,27,555.81,0.068,9990.35,2754.5,50.0
ORD-00470,2024-11-23,Gulf,Egypt,Analytics Suite,Direct,Enterprise,31,1190.58,0.223,103587.0,27593.01,2739.72
ORD-00471,2024-11-23,Levant,Egypt,Support Plan,Reseller,SMB,19,267.56,0.101,5404.06,906.53,50.0
ORD-00472,2024-11-25,Levant,Egypt,Professional Services,Reseller,SMB,29,447.33,0.042,16357.0,3055.29,9874.78
ORD-00473,2024-11-28,North Africa,Morocco,Analytics Suite,Reseller,Startup,13,1137.1,,9208.86,2178.47,50.0
ORD-00474,2024-11-29,Gulf,UAE,Professional Services,Partner,SMB,28,142.68,0.058,3821.97,1128.49,1611.73
ORD-00475,2024-11-30,Nile Valley,Morocco,Hardware,Direct,SMB,4,384.97,0.167,1272.41,281.96,50.0
ORD-00476,2024-12-01,Levant,UAE,Professional Services,Reseller,SMB,36,626.38,0.213,22191.1,3774.78,50.0
ORD-00477,2024-12-02,Gulf,Saudi Arabia,Support Plan,Online,Startup,10,227.12,,1347.33,456.15,5070.9
ORD-00478,2024-12-02,North Africa,Egypt,Hardware,Direct,Enterprise,26,300.82,0.249,20295.31,2951.49,50.0
ORD-00479,2024-12-05,Nile Valley,Kuwait,Support Plan,Reseller,Startup,1,230.16,0.098,128.31,42.38,50.0
ORD-00480,2024-12-06,Gulf,Jordan,Professional Services,Reseller,Enterprise,7,408.19,0.109,10272.39,3061.07,946.27
ORD-00481,2024-12-07,Nile Valley,Egypt,Professional Services,Partner,Startup,39,333.88,0.078,51014.50400256053,12753.626000640132,2133.4
ORD-00482,2024-12-08,Levant,Egypt,Professional Services,Reseller,Enterprise,33,688.83,0.275,68662.58,20247.35,4429.71
ORD-00483,2024-12-08,Levant,Jordan,Analytics Suite,Reseller,Enterprise,9,1413.37,,33936.96,5626.67,50.0
ORD-00484,2024-12-09,Nile Valley,Kuwait,Analytics Suite,Online,Enterprise,6,1659.97,0.172,35358.26,9163.73,50.0
ORD-00485,2024-12-09,Gulf,Jordan,Analytics Suite,Online,Mid-Market,32,1749.51,0.015,124624.43,35703.03,11028.25
ORD-00486,2024-12-11,North Africa,Bahrain,Support Plan,Partner,Mid-Market,39,244.09,0.091,16226.87,4609.26,50.0
ORD-00487,2024-12-12,Gulf,Jordan,Support Plan,Reseller,Enterprise,7,184.25,0.055,4803.27,863.36,5663.64
ORD-00488,2024-12-12,North Africa,Bahrain,Support Plan,Reseller,Mid-Market,26,119.85,0.295,3813.41,609.56,50.0
ORD-00489,2024-12-17,Levant,Morocco,Analytics Suite,Reseller,Mid-Market,12,1297.07,0.03,35150.99,6755.57,5796.53
ORD-00490,2024-12-19,Gulf,Morocco,Professional Services,Online,SMB,30,198.74,0.338,4248.31,958.27,1339.95
ORD-00491,2024-12-24,Levant,Egypt,Hardware,Direct,Startup,17,517.93,0.206,4790.05,1179.46,5611.69
ORD-00492,2024-12-25,Gulf,UAE,Analytics Suite,Partner,SMB,5,1940.73,0.181,10194.22,3100.36,525.13
ORD-00493,2024-12-26,Gulf,Kuwait,Professional Services,Partner,Enterprise,13,265.44,0.297,8233.9,2381.14,5136.97
ORD-00494,2024-12-27,Gulf,Kuwait,Professional Services,Reseller,Mid-Market,22,291.03,0.01,14250.75,3829.93,806.92
ORD-00495,2024-12-28,Gulf,Jordan,Support Plan,Online,Startup,32,191.71,0.272,2495.4,444.1,2577.52
ORD-00496,2024-12-29,Gulf,UAE,Analytics Suite,Online,Enterprise,1,1690.7,,6029.88,1358.85,50.0
ORD-00497,2024-12-29,Gulf,Morocco,Professional Services,Direct,Mid-Market,38,605.0,0.294,32802.75,6357.04,50.0
ORD-00498,2024-12-30,North Africa,UAE,Hardware,Reseller,Startup,26,882.38,0.185,11795.15,2025.04,3395.37
ORD-00499,2024-12-31,North Africa,Bahrain,Professional Services,Partner,Startup,35,826.05,0.021,19046.59,2328.52,4546.83
ORD-00500,2025-01-01,North Africa,Egypt,Hardware,Direct,Mid-Market,37,1470.76,0.292,88542.82,17237.66,13118.8
ORD-00501,2025-01-01,Gulf,UAE,Hardware,Reseller,SMB,6,777.68,0.01,5117.74,902.49,50.0
ORD-00502,2025-01-02,Nile Valley,Qatar,Analytics Suite,Direct,Mid-Market,4,401.16,0.048,3197.27,785.95,8196.17
ORD-00503,2025-01-02,Levant,Bahrain,Support Plan,Direct,SMB,31,127.22,0.279,3700.64,494.8,50.0
ORD-00504,2025-01-02,Gulf,Bahrain,Support Plan,Direct,Enterprise,8,43.19,0.163,1190.3,213.68,2350.04
ORD-00505,2025-01-03,Gulf,Saudi Arabia,Hardware,Partner,Enterprise,6,586.02,0.308,7978.21,1035.96,4075.81
ORD-00506,2025-01-06,North Africa,Egypt,Analytics Suite,Direct,SMB,19,1293.81,0.222,25372.17,6624.98,12058.19
ORD-00507,2025-01-08,Gulf,UAE,Support Plan,Reseller,Mid-Market,36,116.58,0.218,5816.28,1425.0,50.0
ORD-00508,2025-01-09,Levant,Egypt,Hardware,Online,SMB,32,417.56,0.102,128600.69329939586,32150.173324848965,50.0
ORD-00509,2025-01-09,Nile Valley,Qatar,Analytics Suite,Partner,Mid-Market,21,900.53,,37868.86,5771.73,50.0
ORD-00510,2025-01-10,Gulf,Egypt,Professional Services,Direct,Startup,8,370.87,,1412.62,,8310.54
ORD-00511,2025-01-12,Gulf,Saudi Arabia,Analytics Suite,Partner,Startup,14,1673.08,0.037,13344.59,3317.02,3811.34
ORD-00512,2025-01-14,Nile Valley,Qatar,Hardware,Direct,Mid-Market,27,995.46,0.185,40740.11,10975.59,7264.79
ORD-00513,2025-01-15,Levant,Saudi Arabia,Hardware,Reseller,SMB,7,1371.54,0.095,10993.58,2604.34,17664.05
ORD-00514,2025-01-17,Gulf,UAE,Analytics Suite,Partner,Mid-Market,21,2054.04,0.092,72189.09,,10367.31
ORD-00515,2025-01-18,Nile Valley,Saudi Arabia,Professional Services,Partner,Mid-Market,1,328.94,0.208,532.21,,50.0
ORD-00516,2025-01-20,Nile Valley,Saudi Arabia,Analytics Suite,Direct,Enterprise,13,1496.97,0.279,57479.51,11737.1,5870.17
ORD-00517,2025-01-22,Levant,Morocco,Support Plan,Direct,Startup,10,278.67,0.272,1407.33,382.52,50.0
ORD-00518,2025-01-22,Levant,Jordan,Professional Services,Direct,Startup,27,368.03,0.304,4193.24,715.26,50.0
ORD-00519,2025-01-23,Gulf,Jordan,Professional Services,Direct,Startup,36,497.17,0.103,10045.43,,50.0
ORD-00520,2025-01-25,Gulf,Saudi Arabia,Analytics Suite,Online,Startup,6,1337.54,0.163,5094.19,1058.65,50.0
ORD-00521,2025-01-25,Levant,Saudi Arabia,Analytics Suite,Reseller,Startup,32,1962.83,0.003,41008.2,4982.17,50.0
ORD-00522,2025-01-30,Gulf,Egypt,Professional Services,Reseller,Mid-Market,26,811.89,0.261,27876.9,9205.4,11696.73
ORD-00523,2025-02-02,North Africa,Kuwait,Support Plan,Partner,Startup,38,50.7,0.106,1050.97,326.91,1693.35
ORD-00524,2025-02-02,North Africa,Kuwait,Support Plan,Reseller,SMB,36,77.77,0.197,2539.5,467.23,50.0
ORD-00525,2025-02-08,Gulf,Jordan,Analytics Suite,Online,Mid-Market,4,1178.19,0.059,10577.36,3591.08,5242.54
ORD-00526,2025-02-09,Levant,Egypt,Analytics Suite,Direct,SMB,29,595.46,0.287,13746.39,2608.63,4119.97
ORD-00527,2025-02-14,Gulf,UAE,Hardware,Direct,Mid-Market,24,537.07,0.286,16401.7,3623.89,3414.0
ORD-00528,2025-02-18,Nile Valley,Saudi Arabia,Analytics Suite,Online,Mid-Market,5,1907.71,0.307,13791.97,4237.96,5247.35
ORD-00529,2025-02-20,Gulf,UAE,Analytics Suite,Partner,Mid-Market,11,1271.89,0.016,25056.41,4685.83,3709.16
ORD-00530,2025-02-21,Levant,Saudi Arabia,Hardware,Direct,Enterprise,37,611.4,0.347,53198.35,11656.76,9898.62
ORD-00531,2025-02-22,Levant,Jordan,Analytics Suite,Reseller,Mid-Market,22,429.68,,20635.36,5497.86,6425.76
ORD-00532,2025-02-23,Gulf,Egypt,Professional Services,Online,Startup,14,453.39,0.108,4023.96,598.37,1336.22
ORD-00533,2025-02-23,North Africa,Jordan,Analytics Suite,Online,SMB,13,695.88,0.087,8512.16,1812.38,50.0
ORD-00534,2025-02-24,North Africa,Qatar,Hardware,Reseller,SMB,33,1382.09,0.094,48527.11,9126.5,13849.06
ORD-00535,2025-02-25,Levant,Qatar,Professional Services,Reseller,Mid-Market,12,135.89,0.193,2475.36,665.6,50.0
ORD-00536,2025-02-25,North Africa,Morocco,Hardware,Reseller,Mid-Market,7,1086.34,0.084,12906.21,1934.81,3600.9
ORD-00537,2025-02-27,Nile Valley,Jordan,Analytics Suite,Partner,Mid-Market,23,1465.92,0.138,62350.85,10674.52,9652.75
ORD-00538,2025-03-01,Levant,Saudi Arabia,Support Plan,Reseller,Startup,39,255.65,0.229,5173.72,1430.55,50.0
ORD-00539,2025-03-03,Levant,Saudi Arabia,Professional Services,Online,Enterprise,8,740.65,0.293,17478.13,2698.09,50.0
ORD-00540,2025-03-05,Gulf,Morocco,Analytics Suite,Online,SMB,10,1999.83,0.242,20262.48,4312.75,575.8
ORD-00541,2025-03-05,North Africa,Morocco,Analytics Suite,Reseller,SMB,19,1379.38,0.208,22964.99,6357.48,174.48
ORD-00542,2025-03-07,Levant,Qatar,Analytics Suite,Direct,SMB,8,1994.6,0.052,20430.44,5892.2,50.0
ORD-00543,2025-03-07,Levant,Kuwait,Hardware,Partner,Startup,26,571.7,0.286,7199.31,1014.19,50.0
ORD-00544,2025-03-10,Gulf,Qatar,Professional Services,Direct,Mid-Market,10,490.04,0.013,9418.7,2895.68,2526.39
ORD-00545,2025-03-16,Nile Valley,Egypt,Support Plan,Partner,Startup,5,58.05,0.092,196.3,54.82,6662.5
ORD-00546,2025-03-17,Gulf,Egypt,Professional Services,Partner,SMB,11,144.37,0.02,1608.8,,3100.43
ORD-00547,2025-03-18,North Africa,Jordan,Support Plan,Reseller,SMB,37,234.67,0.234,8140.22,2344.68,50.0
ORD-00548,2025-03-21,Gulf,UAE,Support Plan,Reseller,SMB,37,213.21,,8812.7,2469.55,4420.69
ORD-00549,2025-03-22,Nile Valley,Qatar,Support Plan,Partner,Startup,20,92.98,0.228,907.32,228.82,50.0
ORD-00550,2025-03-23,Gulf,Qatar,Support Plan,Partner,Startup,16,277.44,0.121,2929.18,711.4,2727.57
ORD-00551,2025-03-24,Gulf,Jordan,Analytics Suite,Online,Mid-Market,32,1395.76,0.16,72978.65,,8683.31
ORD-00552,2025-03-24,Nile Valley,Kuwait,Hardware,Reseller,Startup,8,673.34,0.16,3379.9,1148.62,50.0
ORD-00553,2025-03-25,Nile Valley,Morocco,Professional Services,Reseller,SMB,26,489.71,0.016,13202.12,3264.64,1048.1
ORD-00554,2025-03-25,Gulf,Egypt,Analytics Suite,Direct,Mid-Market,27,926.44,0.151,40299.17,12005.85,4718.3
ORD-00555,2025-03-26,Levant,Egypt,Support Plan,Direct,Startup,28,281.36,0.224,4002.74,1135.74,7530.75
ORD-00556,2025-03-26,North Africa,Morocco,Analytics Suite,Online,Mid-Market,9,1296.9,0.191,22086.6,6808.81,2547.29
ORD-00557,2025-03-27,Nile Valley,UAE,Hardware,Partner,SMB,28,1486.27,0.026,43769.67,14443.79,10945.2
ORD-00558,2025-03-27,Gulf,Kuwait,Hardware,Direct,Enterprise,24,284.78,0.234,22910.28,3722.42,7678.35
ORD-00559,2025-04-01,Levant,UAE,Hardware,Direct,Mid-Market,35,1411.75,0.108,85795.16,13418.46,13793.58
ORD-00560,2025-04-01,North Africa,Kuwait,Analytics Suite,Partner,Startup,7,1679.92,0.005,7858.67,1956.79,50.0
ORD-00561,2025-04-02,North Africa,Jordan,Analytics Suite,Partner,Mid-Market,24,1307.08,0.054,60137.01,13160.68,13072.36
ORD-00562,2025-04-03,North Africa,Bahrain,Analytics Suite,Online,Mid-Market,33,2028.11,0.174,103872.86,25506.91,10063.39
ORD-00563,2025-04-04,Levant,Saudi Arabia,Analytics Suite,Direct,Mid-Market,11,732.0,0.109,17274.21,5105.73,5826.37
ORD-00564,2025-04-05,Gulf,Jordan,Analytics Suite,Online,Mid-Market,30,2152.03,0.243,101923.85,33122.92,7130.64
ORD-00565,2025-04-05,Nile Valley,Saudi Arabia,Analytics Suite,Online,Startup,4,1861.94,0.084,4927.62,1043.82,50.0
ORD-00566,2025-04-06,Nile Valley,Egypt,Hardware,Partner,Startup,29,1056.46,0.27,15629.95,4344.27,12240.3
ORD-00567,2025-04-07,North Africa,UAE,Analytics Suite,Direct,Enterprise,24,1269.23,0.1,108413.54,17703.48,7990.95
ORD-00568,2025-04-14,Gulf,UAE,Analytics Suite,Online,SMB,8,1906.96,0.217,15042.76,3574.18,7815.62
ORD-00569,2025-04-14,Gulf,UAE,Professional Services,Online,Mid-Market,3,478.45,0.28,2466.89,307.86,917.05
ORD-00570,2025-04-18,North Africa,Saudi Arabia,Support Plan,Partner,SMB,30,77.79,0.135,2607.32,601.83,50.0
ORD-00571,2025-04-19,Gulf,Jordan,Professional Services,Partner,Mid-Market,10,671.33,0.016,14228.94,3414.58,1472.38
ORD-00572,2025-04-20,Nile Valley,Saudi Arabia,Support Plan,Online,Mid-Market,20,47.86,0.187,1733.09,488.38,50.0
ORD-00573,2025-04-23,Gulf,Morocco,Hardware,Partner,Mid-Market,3,780.56,,3364.14,884.39,331.57
ORD-00574,2025-04-24,North Africa,Kuwait,Support Plan,Partner,SMB,38,209.06,0.339,6284.76,1249.71,50.0
ORD-00575,2025-04-24,Nile Valley,Bahrain,Support Plan,Partner,SMB,22,217.27,0.077,5592.52,678.15,50.0
ORD-00576,2025-04-25,Gulf,Jordan,Professional Services,Partner,Mid-Market,37,597.17,0.264,34195.98,4972.33,8956.03
ORD-00577,2025-04-26,Gulf,UAE,Support Plan,Online,Startup,7,227.61,0.121,1038.94,347.08,1457.72
ORD-00578,2025-04-27,Levant,Bahrain,Analytics Suite,Partner,SMB,9,1741.51,0.056,20665.32,6673.11,50.0
ORD-00579,2025-04-27,Levant,Kuwait,Support Plan,Partner,Mid-Market,24,255.55,0.233,11477.65,2198.21,5842.75
ORD-00580,2025-04-30,Levant,UAE,Analytics Suite,Online,Startup,24,1778.33,0.175,26609.94,4708.57,3155.96
ORD-00581,2025-05-01,Levant,Morocco,Professional Services,Partner,Startup,31,219.36,0.189,3923.15,847.45,50.0
ORD-00582,2025-05-02,Nile Valley,Bahrain,Analytics Suite,Direct,Enterprise,37,1123.06,0.29,126575.97,34401.68,19104.88
ORD-00583,2025-05-02,Levant,Morocco,Analytics Suite,Reseller,SMB,33,1700.46,0.118,54931.95,10904.11,5714.96
ORD-00584,2025-05-03,Gulf,UAE,Analytics Suite,Direct,Mid-Market,6,2047.25,0.233,20122.63,2712.62,50.0
ORD-00585,2025-05-04,Gulf,Bahrain,Professional Services,Online,SMB,13,749.33,0.128,9683.33,2020.09,10852.4
ORD-00586,2025-05-05,Gulf,Bahrain,Analytics Suite,Partner,Mid-Market,36,1102.8,0.015,71666.16,12708.53,8509.28
ORD-00587,2025-05-06,Gulf,Bahrain,Professional Services,Direct,SMB,22,224.45,0.132,6013.87,1151.56,294.86
ORD-00588,2025-05-08,Gulf,Bahrain,Hardware,Direct,Mid-Market,34,377.88,0.333,20506.44,3195.94,336.29
ORD-00589,2025-05-08,North Africa,Jordan,Analytics Suite,Reseller,SMB,22,926.67,0.169,20965.11,5554.6,8703.87
ORD-00590,2025-05-12,Gulf,Morocco,Professional Services,Partner,Startup,2,183.0,0.038,226.29,,50.0
ORD-00591,2025-05-14,Nile Valley,UAE,Analytics Suite,Partner,Mid-Market,19,990.53,0.241,32647.47,5863.15,50.0
ORD-00592,2025-05-16,Gulf,Qatar,Analytics Suite,Online,Startup,33,1850.78,0.337,27569.19,6667.6,50.0
ORD-00593,2025-05-20,Gulf,UAE,Professional Services,Direct,Startup,26,771.99,0.318,10383.26,2371.49,8203.95
ORD-00594,2025-05-22,North Africa,Morocco,Hardware,Online,Startup,6,610.58,0.2,2343.06,691.47,4645.09
ORD-00595,2025-05-23,Nile Valley,Kuwait,Analytics Suite,Partner,Enterprise,9,2195.82,0.132,65866.11,21756.67,6566.56
ORD-00596,2025-05-23,Gulf,Bahrain,Support Plan,Online,Startup,34,121.17,0.203,2110.16,313.88,7454.93
ORD-00597,2025-05-25,Gulf,Egypt,Analytics Suite,Direct,Enterprise,39,1989.13,0.286,207518.27,65256.39,28824.6
ORD-00598,2025-05-26,Gulf,Egypt,Support Plan,Reseller,Mid-Market,30,218.84,0.301,8732.73,2401.98,50.0
ORD-00599,2025-05-28,Levant,Kuwait,Support Plan,Direct,Startup,4,50.62,0.287,97.55,26.57,50.0
ORD-00067,2023-04-11,North Africa,Jordan,Hardware,Direct,Mid-Market,14,1260.15,0.049,22873.94,,50.0
ORD-00061,2023-04-04,Gulf,Egypt,Support Plan,Partner,Mid-Market,1,270.42,0.039,373.13,117.3,4597.15
ORD-00037,2023-03-11,North Africa,Egypt,Support Plan,Partner,SMB,1,42.8,0.071,30.75,8.44,5568.33
ORD-00010,2023-01-20,Levant,UAE,Professional Services,Online,SMB,1,631.72,0.094,498.3,138.2,50.0
ORD-00579,2025-04-27,Levant,Kuwait,Support Plan,Partner,Mid-Market,24,255.55,0.233,11477.65,2198.21,5842.75
ORD-00053,2023-03-25,Levant,UAE,Support Plan,Online,SMB,31,72.58,0.061,1626.28,383.02,3285.86
ORD-00346,2024-05-18,Gulf,UAE,Analytics Suite,Direct,Enterprise,17,1831.95,0.064,113479.01,31680.81,17015.03
ORD-00091,2023-05-08,Gulf,UAE,Professional Services,Online,SMB,31,588.21,0.232,10740.87,1427.82,50.0
ORD-00134,2023-07-19,Gulf,UAE,Hardware,Partner,SMB,4,1292.33,0.294,3111.43,,1692.23
ORD-00457,2024-11-10,Nile Valley,Kuwait,Professional Services,Online,Mid-Market,15,863.67,0.18,22536.02,3400.22,7744.21
ORD-00318,2024-04-05,Gulf,Qatar,Analytics Suite,Direct,Enterprise,1,554.0,0.034,1790.87,325.34,3713.18
ORD-00329,2024-04-25,North Africa,Egypt,Analytics Suite,Online,SMB,17,801.47,,11754.94,3931.4,50.0
ORD-00578,2025-04-27,Levant,Bahrain,Analytics Suite,Partner,SMB,9,1741.51,0.056,20665.32,6673.11,50.0
ORD-00144,2023-07-30,Gulf,Morocco,Hardware,Direct,Mid-Market,9,1149.28,0.193,13680.79,1927.21,2518.29
ORD-00552,2025-03-24,Nile Valley,Kuwait,Hardware,Reseller,Startup,8,673.34,0.16,3379.9,1148.62,50.0
ORD-00081,2023-04-27,Nile Valley,Egypt,Support Plan,Direct,Startup,4,195.18,0.0,324.54,102.33,50.0
ORD-00124,2023-06-21,Levant,Egypt,Analytics Suite,Direct,Startup,24,742.76,0.099,7006.24,1494.23,3811.11
ORD-00291,2024-02-29,Levant,Egypt,Professional Services,Reseller,SMB,23,637.39,0.037,16152.42,3081.74,50.0
ORD-00382,2024-07-20,Gulf,Qatar,Support Plan,Online,Enterprise,35,40.83,0.163,4402.28,794.04,50.0
ORD-00129,2023-06-27,North Africa,Bahrain,Analytics Suite,Online,SMB,3,2099.1,0.284,3571.89,882.79,6770.07
